"ID","Group","Group Type","Discovery","Exit Date","Country","Source","TTPS","TTPS.1","TTPS.2","TTPS.3","TTPS.4","TTPS.5","TTPS.6","TTPS.7","TTPS.8","TTPS.9","TTPS.10","TTPS.11","TTPS.12","TTPS.13","TTPS.14","TTPS.15","TTPS.16","TTPS.17","TTPS.18","TTPS.19","TTPS.20","TTPS.21","TTPS.22","TTPS.23","TTPS.24","TTPS.25","TTPS.26","TTPS.27","TTPS.28","TTPS.29","TTPS.30","TTPS.31","TTPS.32","TTPS.33","TTPS.34","TTPS.35","TTPS.36","TTPS.37","TTPS.38","TTPS.39","TTPS.40","TTPS.41","TTPS.42","TTPS.43","TTPS.44","TTPS.45","TTPS.46","TTPS.47","TTPS.48","TTPS.49","TTPS.50","TTPS.51","TTPS.52","TTPS.53","TTPS.54","TTPS.55","TTPS.56","TTPS.57","TTPS.58","TTPS.59","TTPS.60","TTPS.61","TTPS.62","TTPS.63","TTPS.64","TTPS.65","TTPS.66","TTPS.67","TTPS.68","TTPS.69","TTPS.70","TTPS.71","TTPS.72","TTPS.73","TTPS.74","TTPS.75","TTPS.76","TTPS.77","TTPS.78","TTPS.79","TTPS.80","TTPS.81","TTPS.82","TTPS.83","TTPS.84","TTPS.85","TTPS.86","TTPS.87","TTPS.88"
NA,"Ke3chang","2017",2022,NA,NA,NA,"T1560","T1560.001","T1059","T1005","T1087.002","T1069.002","T1041","T1083","T1003.001","T1057","T1021.002","T1082","T1016","T1049","T1007","T1133","T1558.001","T1056.001","T1547.001","T1114.002","T1018","T1569.002","T1213.002","T1071.001","T1059.003","T1543.003","T1119","T1020","T1078.004","T1071.004","T1140","T1190","T1105","T1003.004","T1087.001","T1587.001","T1036.005","T1003.003","T1027","T1036.002","T1003.002","T1614.001","T1033","T1588.002","T1078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Kimsuky","2019",2024,NA,NA,NA,"T1583","T1098.007","T1557","T1560.003","T1560.001","T1102.002","T1176","T1546.001","T1553.002","T1552.001","T1555.003","T1005","T1140","T1587","T1562.004","T1562.001","T1583.001","T1584.001","T1586.002","T1585.002","T1589.002","T1114.003","T1589.003","T1041","T1567.002","T1190","T1588.005","T1133","T1070.004","T1071.002","T1083","T1657","T1591","T1564.002","T1564.003","T1105","T1534","T1059.007","T1056.001","T1003.001","T1136.001","T1078.003","T1074.001","T1071.003","T1204.002","T1204.001","T1587.001","T1036.004","T1036.005","T1112","T1218.005","T1111","T1040","T1027","T1550.002","T1598","T1059.001","T1057","T1055.012","T1055","T1059.006","T1012","T1620","T1547.001","T1218.010","T1219","T1021.001","T1114.002","T1218.011","T1053.005","T1593.002","T1594","T1518.001","T1583.004","T1593.001","T1585.001","T1027.002","T1566.001","T1566.002","T1598.003","T1070.006","T1588.002","T1608.001","T1059.005","T1071.001","T1583.006","T1505.003","T1059.003","T1543.003"
NA,"LAPSUS$","2022",2024,NA,NA,NA,"T1531","T1098.003","T1591.002","T1552.008","T1136.003","T1078.004","T1593.003","T1213.003","T1213.001","T1578.002","T1589.001","T1555.003","T1003.006","T1584.002","T1485","T1005","T1578.003","T1087.002","T1069.002","T1586.002","T1589.002","T1114.003","T1068","T1133","T1589","T1591.004","T1656","T1588.001","T1213.005","T1111","T1621","T1003.003","T1555.005","T1090","T1597.002","T1489","T1213.002","T1598.004","T1588.002","T1199","T1204","T1078","T1583.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Lazarus Group","2017",2024,NA,NA,NA,"T1098","T1010","T1560","T1560.002","T1542.003","T1005","T1562.001","T1027.013","T1041","T1048.003","T1008","T1070.004","T1083","T1105","T1056.001","T1074.001","T1110.003","T1057","T1012","T1547.001","T1021.001","T1021.002","T1573.001","T1082","T1016","T1033","T1070.006","T1047","T1543.003","T1189","T1203","T1204.002","T1566.001","T1124","T1055.001","T1564.001","T1547.009","T1132.001","T1071.001","T1090.002","T0865","T1134.002","T1560.003","T1102.002","T1070.003","T1553.002","T1485","T1140","T1588.004","T1562.004","T1561.001","T1561.002","T1583.001","T1027.007","T1585.002","T1589.002","T1591","T1070","T1202","T1491.001","T1090.001","T1574.013","T1557.001","T1587.001","T1036.005","T1218.005","T1104","T1106","T1046","T1571","T1059.001","T1001.003","T1620","T1036.003","T1021.004","T1584.004","T1489","T1585.001","T1566.002","T1566.003","T1588.002","T1078","T1059.005","T1583.006","T1059.003","T1574.002","T1036.004","T1218.011","T1053.005"
NA,"LazyScripter","2021",2023,NA,NA,NA,"T1027.010","T1071.004","T1583.001","T1105","T1059.007","T1204.002","T1204.001","T1588.001","T1036","T1218.005","T1059.001","T1547.001","T1218.011","T1566.001","T1566.002","T1608.001","T1059.005","T1102","T1583.006","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Leafminer","2018",2023,NA,NA,NA,"T1027.010","T1189","T1083","T1059.007","T1003.001","T1136.001","T1046","T1110.003","T1114.002","T1018","T1003.005","T1552.001","T1555","T1555.003","T1003.004","T1055.013","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Leviathan","2018",2024,NA,NA,NA,"T1197","T1027.001","T1553.002","T1140","T1027.013","T1203","T1105","T1074.001","T1204.002","T1102.003","T1059.001","T1547.001","T1218.010","T1547.009","T1566.001","T1566.002","T1059.005","T1047","T1546.003","T1560","T1589.001","T1583.001","T1189","T1559.002","T1055.001","T1586.002","T1585.002","T1041","T1567.002","T1133","T1534","T1003.001","T1204.001","T1090.003","T1003","T1572","T1074.002","T1021.001","T1021.004","T1586.001","T1585.001","T1027.003","T1078","T1505.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"LuminousMoth","2023",2023,NA,NA,NA,"T1557.002","T1560","T1553.002","T1574.002","T1030","T1005","T1588.004","T1608.004","T1041","T1567.002","T1083","T1564.001","T1105","T1608.005","T1204.001","T1587.001","T1588.001","T1036.005","T1112","T1547.001","T1091","T1053.005","T1566.002","T1539","T1033","T1588.002","T1608.001","T1071.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Machete","2019",2021,NA,NA,NA,"T1189","T1204.002","T1204.001","T1036.005","T1218.007","T1059.006","T1053.005","T1566.001","T1566.002","T1059.005","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Magic Hound","2018",2024,NA,NA,NA,"T1560.001","T1003.001","T1114.001","T1566.002","T1102.002","T1027.013","T1070.004","T1083","T1105","T1056.001","T1059.001","T1057","T1547.001","T1113","T1082","T1016","T1033","T1059.005","T1071.001","T1059.003","T1098.002","T1098.007","T1071","T1070.003","T1027.010","T1589.001","T1486","T1005","T1078.001","T1591.001","T1562.002","T1562.004","T1562.001","T1078.002","T1482","T1583.001","T1584.001","T1189","T1087.003","T1586.002","T1585.002","T1589.002","T1114","T1573","T1567","T1190","T1589","T1564.003","T1590.005","T1562","T1016.001","T1570","T1136.001","T1204.002","T1204.001","T1036.010","T1036.004","T1036.005","T1112","T1046","T1571","T1572","T1090","T1021.001","T1114.002","T1018","T1218.011","T1053.005","T1585.001","T1592.002","T1598.003","T1566.003","T1049","T1588.002","T1595.002","T1583.006","T1505.003","T1016.002","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Malteiro","2024",2024,NA,NA,NA,"T1555","T1555.003","T1140","T1055.001","T1027.013","T1657","T1204.002","T1518.001","T1566.001","T1082","T1614.001","T1059.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"menuPass","2017",2024,NA,NA,NA,"T1140","T1027.013","T1070.004","T1055.012","T1204.002","T1566.001","T1199","T1560.001","T1574.001","T1574.002","T1039","T1087.002","T1090.002","T1105","T1074.001","T1046","T1059.001","T1021.001","T1018","T1021.004","T1053.005","T1003.002","T1016","T1049","T1078","T1059.003","T1047","T1560","T1119","T1070.003","T1553.002","T1005","T1583.001","T1190","T1210","T1568.001","T1083","T1218.004","T1056.001","T1003.004","T1036","T1036.005","T1003.003","T1106","T1074.002","T1036.003","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Metador","2023",2024,NA,NA,NA,"T1027.013","T1070.004","T1105","T1588.001","T1095","T1588.002","T1071.001","T1059.003","T1546.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Moafee","2017",2020,NA,NA,NA,"T1027.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Mofang","2020",2024,NA,NA,NA,"T1027.013","T1204.002","T1204.001","T1566.001","T1566.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Molerats","2017",2024,NA,NA,NA,"T1553.002","T1555.003","T1057","T1140","T1027.013","T1105","T1059.007","T1204.002","T1204.001","T1218.007","T1059.001","T1547.001","T1053.005","T1566.001","T1566.002","T1059.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Moonstone Sleet","2024",2024,NA,NA,NA,"T1217","T1195.002","T1486","T1140","T1587","T1583.001","T1585.002","T1589.002","T1027.009","T1027.013","T1591","T1105","T1003.001","T1204.002","T1587.001","T1027","T1598","T1547.001","T1053.005","T1569.002","T1585.001","T1566.001","T1598.003","T1566.003","T1082","T1016","T1033","T1608.001","T1583.003","T1071.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MoustachedBouncer","2023",2023,NA,NA,NA,"T1659","T1068","T1059.007","T1059.001","T1090","T1074.002","T1113","T1027.002","T1655.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"MuddyWater","2018",2024,NA,NA,NA,"T1204.002","T1218.003","T1027.010","T1140","T1003.001","T1036.005","T1218.005","T1059.001","T1547.001","T1566.001","T1560.001","T1102.002","T1548.002","T1003.005","T1027.004","T1559.001","T1552.001","T1555","T1555.003","T1574.002","T1562.001","T1087.002","T1559.002","T1041","T1190","T1203","T1210","T1090.002","T1083","T1105","T1059.007","T1003.004","T1074.001","T1204.001","T1104","T1137.001","T1057","T1059.006","T1219","T1218.011","T1053.005","T1113","T1518.001","T1518","T1566.002","T1132.001","T1027.003","T1573.001","T1082","T1016","T1049","T1033","T1588.002","T1059.005","T1071.001","T1583.006","T1059.003","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Mustang Panda","2021",2023,NA,NA,NA,"T1560.003","T1560.001","T1119","T1027.001","T1574.002","T1583.001","T1036.007","T1585.002","T1052.001","T1203","T1070.004","T1083","T1564.001","T1105","T1218.004","T1074.001","T1204.002","T1204.001","T1036.005","T1218.005","T1003.003","T1027","T1059.001","T1057","T1547.001","T1219","T1091","T1053.005","T1518","T1566.001","T1566.002","T1598.003","T1608","T1573.001","T1082","T1016","T1049","T1608.001","T1059.005","T1071.001","T1102","T1059.003","T1047","T1546.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Mustard Tempest","2023",2024,NA,NA,NA,"T1584.001","T1189","T1608.004","T1105","T1204.001","T1583.008","T1036.005","T1608.006","T1583.004","T1566.002","T1082","T1608.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Naikon","2017",2021,NA,NA,NA,"T1518.001","T1016","T1137.006","T1574.002","T1078.002","T1204.002","T1036.004","T1036.005","T1046","T1547.001","T1018","T1053.005","T1566.001","T1047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Nomadic Octopus","2021",2021,NA,NA,NA,"T1564.003","T1105","T1204.002","T1036","T1059.001","T1566.001","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"OilRig","2017",2024,NA,NA,NA,"T0817","T0853","T0865","T0869","T0859","T1573.002","T1110","T1218.001","T1133","T1105","T1056.001","T1204.002","T1046","T1201","T1053.005","T1113","T1566.001","T1566.002","T1047","T1119","T1059","T1140","T1087.002","T1027.013","T1048.003","T1008","T1070.004","T1003.001","T1069.001","T1059.001","T1057","T1012","T1021.001","T1021.004","T1082","T1016","T1049","T1033","T1007","T1078","T1071.001","T1505.003","T1027.005","T1003.005","T1552.001","T1555","T1555.003","T1071.004","T1069.002","T1003.004","T1087.001","T1204.001","T1036","T1137.004","T1120","T1572","T1566.003","T1497.001","T1059.005","T1059.003","T1555.004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Orangeworm","2018",2021,NA,NA,NA,"T1021.002","T1071.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Patchwork","2017",2023,NA,NA,NA,"T1548.002","T1555.003","T1005","T1102.001","T1083","T1105","T1036.005","T1059.001","T1055.012","T1547.001","T1021.001","T1518.001","T1027.002","T1132.001","T1082","T1033","T1059.003","T1560","T1119","T1027.001","T1027.010","T1574.002","T1559.002","T1070.004","T1027.005","T1074.001","T1204.002","T1112","T1053.005","T1189","T1203","T1566.001","T1566.002","T1197","T1553.002","T1587.002","T1204.001","T1598.003","T1588.002","T1059.005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PittyTiger","2017",2021,NA,NA,NA,"T1078","T1588.002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PLATINUM","2018",2024,NA,NA,NA,"T1056.004","T1189","T1068","T1105","T1056.001","T1003.001","T1204.002","T1095","T1055","T1566.001","T1036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"POLONIUM","2022",2022,NA,NA,NA,"T1102.002","T1567.002","T1090","T1588.002","T1199","T1078","T1583.006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Poseidon Group","2017",2020,NA,NA,NA,"T1087.002","T1036.005","T1003","T1059.001","T1057","T1049","T1007","T1087.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"PROMETHIUM","2020",2020,NA,NA,NA,"T1553.002","T1587.002","T1587.003","T1189","T1078.003","T1204.002","T1036.004","T1036.005","T1205.001","T1547.001","T1543.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Putter Panda","2017",2024,NA,NA,NA,"T1562.001","T1055.001","T1027.013","T1547.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Rancor","2018",2024,NA,NA,NA,"T1105","T1204.002","T1053.005","T1566.001","T1071.001","T1059.003","T1218.007","T1059.005","T1546.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RedCurl","2024",2024,NA,NA,NA,"T1560.001","T1573.002","T1119","T1020","T1552.001","T1555.003","T1552.002","T1005","T1039","T1087.002","T1087.003","T1070.004","T1083","T1056.002","T1564.001","T1202","T1003.001","T1087.001","T1114.001","T1204.002","T1204.001","T1587.001","T1036.005","T1046","T1027","T1059.001","T1059.006","T1547.001","T1218.011","T1053.005","T1566.001","T1566.002","T1573.001","T1082","T1080","T1537","T1199","T1059.005","T1071.001","T1102","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Rocke","2020",2024,NA,NA,NA,"T1071","T1037","T1070.002","T1027.004","T1496.001","T1053.003","T1102.001","T1140","T1562.004","T1562.001","T1574.006","T1190","T1070.004","T1564.001","T1105","T1222.002","T1036.005","T1046","T1571","T1027","T1055.002","T1552.004","T1057","T1059.006","T1547.001","T1018","T1014","T1021.004","T1518.001","T1027.002","T1082","T1543.002","T1070.006","T1059.004","T1071.001","T1102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"RTM","2017",2020,NA,NA,NA,"T1102.001","T1574.001","T1189","T1204.002","T1547.001","T1219","T1566.001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Saint Bear","2024",2024,NA,NA,NA,"T1553.002","T1059","T1562.001","T1589.002","T1027.013","T1203","T1656","T1059.007","T1204.002","T1204.001","T1112","T1059.001","T1027.002","T1566.001","T1608.001","T1497","T1583.006","T1059.003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
